"","Team","S","Kills","Errors","Total.Attacks","Hitting.Pct.","X","Y","Wins","Losses","Win.Pct","Ace.Pct","Serving.Error.Pct"
"257","Ohio Wesleyan",91,1129,504,3273,0.191,0.344943476932478,0.153987167736022,12,14,0.462,0.101,0.056
"258","Old Westbury",64,588,421,1930,0.087,0.304663212435233,0.218134715025907,9,10,0.474,NA,NA
"259","Olivet",90,838,544,2926,0.1,0.286397812713602,0.185919343814081,4,21,0.16,0.98,0.195
"260","Oswego St.",103,1111,479,3276,0.193,0.339133089133089,0.146214896214896,17,11,0.607,NA,NA
"261","Otterbein",106,1422,535,3830,0.232,0.371279373368146,0.139686684073107,23,6,0.793,0.112,0.147
"262","Pacific (OR)",92,1071,529,3379,0.16,0.316957679786919,0.156555193844333,13,10,0.565,0.088,0.111
"263","Pacific Lutheran",94,1040,472,3452,0.165,0.301274623406721,0.136732329084589,15,9,0.625,0.089,0.082
"264","Penn College",69,484,336,2083,0.071,0.232357177148344,0.161305808929429,2,19,0.095,NA,NA
"265","Penn St. Harrisburg",94,1038,459,3123,0.185,0.332372718539865,0.146974063400576,14,11,0.56,NA,NA
"266","Penn St.-Abington",69,616,317,2081,0.144,0.296011532916867,0.152330610283518,10,10,0.5,NA,NA
"267","Penn St.-Altoona",93,1031,521,3576,0.143,0.28831096196868,0.145693512304251,11,13,0.458,NA,NA
"268","Penn St.-Behrend",107,1209,490,3712,0.194,0.325700431034483,0.132004310344828,15,14,0.517,NA,NA
"269","Penn St.-Berks",110,1245,628,3857,0.16,0.322789732953072,0.16282084521649,19,10,0.655,NA,NA
"270","Pfeiffer",119,1288,543,4061,0.183,0.317163260280719,0.133710908643191,7,25,0.219,0.076,0.091
"271","Piedmont",96,897,572,3846,0.085,0.233229329173167,0.148725949037962,6,21,0.222,NA,NA
"272","Pitt.-Bradford",100,1050,596,3504,0.13,0.299657534246575,0.170091324200913,11,16,0.407,NA,NA
"273","Pitt.-Greensburg",72,613,438,2647,0.066,0.231582924064979,0.165470343785417,2,20,0.091,NA,NA
"274","Plattsburgh St.",84,824,520,2741,0.111,0.300620211601605,0.189711784020431,7,16,0.304,NA,NA
"275","Plymouth St.",99,1184,498,3319,0.207,0.356733956010847,0.150045194335643,21,7,0.75,0.075,0.107
"276","Pomona-Pitzer",94,1143,492,3427,0.19,0.333527866939014,0.143565800992121,17,9,0.654,0.058,0.058
"277","Pratt",81,807,494,2588,0.121,0.311823802163833,0.190880989180835,12,11,0.522,NA,NA
"278","Puget Sound",98,1154,495,3630,0.182,0.317906336088154,0.136363636363636,14,11,0.56,0.078,0.067
"279","Ramapo",75,735,347,2396,0.162,0.306761268781302,0.144824707846411,10,10,0.5,0.078,0.091
"280","Randolph",91,903,514,2973,0.131,0.303733602421796,0.17288933736966,11,15,0.423,NA,NA
"281","Randolph-Macon",107,1315,563,3599,0.209,0.365379272020006,0.15643234231731,23,7,0.767,NA,NA
"282","Redlands",72,584,424,2177,0.073,0.268259072117593,0.194763435920992,2,19,0.095,NA,NA
"283","Regis (MA)",119,1265,563,3851,0.182,0.328486107504544,0.146195793300441,20,13,0.606,0.105,0.129
"284","Rhode Island Col.",73,630,349,2154,0.13,0.292479108635098,0.162024141132776,7,15,0.318,0.036,0.073
"285","Rhodes",97,1078,572,3477,0.146,0.310037388553351,0.164509634742594,9,17,0.346,0.046,0.061
"286","Ripon",94,941,582,3640,0.099,0.258516483516484,0.15989010989011,5,21,0.192,0.084,0.085
"287","RIT",119,1313,651,3577,0.185,0.367067374895164,0.181996086105675,16,17,0.485,NA,NA
"288","Rivier",104,1220,493,3251,0.224,0.375269147954476,0.151645647493079,26,5,0.839,0.133,0.144
"289","Roanoke",98,1100,571,3359,0.157,0.327478416195296,0.169991068770467,13,13,0.5,NA,NA
"290","Rochester (NY)",99,1088,607,3381,0.142,0.321798284531204,0.179532682638273,13,14,0.481,NA,NA
"291","Rockford",95,926,512,3209,0.129,0.288563415394204,0.159551262075413,5,22,0.185,0.093,0.108
"292","Roger Williams",87,783,477,2749,0.111,0.284830847580939,0.173517642779192,5,20,0.2,0.083,0.056
"293","Rose-Hulman",98,1092,502,3727,0.158,0.292997048564529,0.134692782398712,14,12,0.538,0.1,0.106
"294","Rosemont",71,585,358,2117,0.107,0.276334435521965,0.169107227208314,8,14,0.364,NA,NA
"295","Rowan",111,1300,598,3908,0.18,0.332650972364381,0.153019447287615,24,7,0.774,NA,NA
"296","Russell Sage",105,869,581,3363,0.086,0.258400237882843,0.172762414510853,4,25,0.138,NA,NA
"297","Rutgers-Camden",105,1112,620,3429,0.143,0.324292796733742,0.180810731991834,14,15,0.483,NA,NA
"298","Rutgers-Newark",62,424,366,1886,0.031,0.224814422057264,0.19406150583245,1,18,0.053,NA,NA
"299","Saint Benedict",100,1266,588,4011,0.169,0.315632011967091,0.146596858638743,15,12,0.556,0.08,0.061
"300","Saint Joseph (CT)",95,802,511,2987,0.097,0.268496819551389,0.171074656846334,6,21,0.222,NA,NA
"301","Saint Mary's (MN)",99,1127,536,3711,0.159,0.303691727297224,0.144435462139585,9,18,0.333,NA,NA
"302","Saint Vincent",95,1107,542,4059,0.139,0.272727272727273,0.133530426213353,17,9,0.654,NA,NA
"303","Salem (NC)",117,1507,553,4148,0.23,0.363307618129219,0.133317261330762,21,10,0.677,0.044,0.111
"304","Salem St.",74,537,399,2264,0.061,0.237190812720848,0.176236749116608,6,15,0.286,NA,NA
"305","Salisbury",111,1385,608,4224,0.184,0.327888257575758,0.143939393939394,21,9,0.7,NA,NA
"306","Salve Regina",89,1047,523,3336,0.157,0.313848920863309,0.156774580335731,15,10,0.6,0.079,0.103
"307","Sarah Lawrence",93,756,495,3001,0.087,0.25191602799067,0.164945018327224,13,16,0.448,NA,NA
"308","Schreiner",118,1245,673,4775,0.12,0.260732984293194,0.140942408376963,11,19,0.367,0.08,0.08
"309","Scranton",131,1611,698,4797,0.19,0.335834896810507,0.145507608922243,22,13,0.629,NA,NA
"310","Sewanee",95,948,449,3409,0.146,0.278087415664418,0.131710178938105,10,16,0.385,NA,NA
"311","Shenandoah",94,988,501,3179,0.153,0.310789556464297,0.157596728530985,8,17,0.32,NA,NA
"312","Simmons",106,1208,492,3504,0.204,0.344748858447489,0.14041095890411,18,11,0.621,0.068,0.123
"313","Simpson",94,1085,541,3310,0.164,0.327794561933535,0.163444108761329,13,12,0.52,0.073,0.073
"314","Skidmore",94,991,493,3157,0.158,0.313905606588533,0.156160912258473,10,15,0.4,0.101,0.091
"315","Smith",121,1320,638,3784,0.18,0.348837209302326,0.168604651162791,21,11,0.656,0.108,0.108
"316","Southern Me.",95,835,500,3043,0.11,0.274400262898455,0.164311534669734,6,20,0.231,0.114,0.121
"317","Southern Va.",126,1483,658,4380,0.188,0.338584474885845,0.150228310502283,27,8,0.771,NA,NA
"318","Southwestern (TX)",101,1278,523,3833,0.197,0.333420297417167,0.136446647534568,16,11,0.593,0.073,0.094
"319","Spalding",101,1062,641,3663,0.115,0.28992628992629,0.174993174993175,8,18,0.308,NA,NA
"320","Springfield",98,1105,511,3203,0.185,0.344989072744302,0.159537933187637,18,9,0.667,0.09,0.101
"321","St. Catherine",99,1177,573,3537,0.171,0.332767882386203,0.162001696352841,18,8,0.692,NA,NA
"322","St. John Fisher",101,1195,463,3463,0.211,0.345076523245741,0.133699104822408,21,8,0.724,0.137,0.126
"323","St. Joseph's (Brkln)",63,491,344,1897,0.077,0.258829731154454,0.181338956246705,6,12,0.333,NA,NA
"324","St. Joseph's (L.I.)",103,1065,547,3437,0.151,0.309863252836776,0.159150421879546,17,12,0.586,0.127,0.152
"325","St. Joseph's (ME)",114,1041,647,3760,0.105,0.27686170212766,0.172074468085106,13,18,0.419,0.072,0.091
"326","St. Lawrence",95,878,501,2993,0.126,0.293351152689609,0.167390578015369,7,19,0.269,0.122,0.074
"327","St. Mary's (IN)",94,949,542,3270,0.124,0.290214067278287,0.165749235474006,5,19,0.208,0.074,0.061
"328","St. Mary's (MD)",79,658,434,2345,0.096,0.280597014925373,0.185074626865672,7,16,0.304,0.041,0.082
"329","St. Norbert",111,1268,583,3882,0.176,0.326635754765585,0.150180319422978,17,14,0.548,0.082,0.082
"330","St. Olaf",118,1461,611,4313,0.197,0.338743334106191,0.141664734523534,16,13,0.552,0.086,0.107
"331","St. Scholastica",89,1039,450,3536,0.167,0.293834841628959,0.127262443438914,11,12,0.478,0.057,0.048
"332","St. Thomas (TX)",112,1309,514,4040,0.197,0.324009900990099,0.127227722772277,20,11,0.645,0.052,0.078
"333","Stevens",128,1494,691,4311,0.186,0.346555323590814,0.160287636279286,24,10,0.706,0.038,0.152
"334","Stevenson",109,1367,489,3924,0.224,0.348369011213048,0.124617737003058,25,6,0.806,NA,NA
"335","Stockton",104,1301,501,3382,0.237,0.38468361916026,0.148137196924897,20,9,0.69,NA,NA
"336","Suffolk",103,1160,591,3355,0.17,0.34575260804769,0.176154992548435,20,10,0.667,0.155,0.169
"337","Sul Ross St.",77,877,444,2655,0.163,0.330320150659134,0.167231638418079,8,13,0.381,0.082,0.051
"338","SUNY Brockport",105,1249,513,3715,0.198,0.336204576043069,0.138088829071332,20,8,0.714,NA,NA
"339","SUNY Canton",78,675,395,2607,0.107,0.25891829689298,0.151515151515152,6,16,0.273,NA,NA
"340","SUNY Cortland",100,1215,526,3302,0.209,0.367958812840703,0.159297395517868,22,6,0.786,NA,NA
"341","SUNY Delhi",93,916,513,3403,0.118,0.26917425800764,0.150749338818689,15,11,0.577,NA,NA
"342","SUNY Geneseo",88,937,432,3104,0.163,0.301868556701031,0.139175257731959,12,12,0.5,NA,NA
"343","SUNY Maritime",72,483,452,2032,0.015,0.237696850393701,0.22244094488189,2,20,0.091,NA,NA
"344","SUNY Morrisville",116,1384,572,3509,0.231,0.394414363066401,0.163009404388715,23,8,0.742,NA,NA
"345","SUNY New Paltz",86,1069,409,2822,0.234,0.378809355067328,0.144932671863926,21,4,0.84,NA,NA
"346","SUNY Oneonta",92,981,467,3029,0.17,0.323869263783427,0.154176295807197,11,14,0.44,0.06,0.18
"347","SUNY Poly",89,589,520,2625,0.026,0.224380952380952,0.198095238095238,0,25,0,NA,NA
"348","SUNY Potsdam",104,1000,586,3532,0.117,0.28312570781427,0.165911664779162,15,13,0.536,NA,NA
"349","Susquehanna",113,1326,548,3989,0.195,0.332414138881925,0.137377788919529,15,15,0.5,0.068,0.084
"350","Swarthmore",89,1079,419,3020,0.219,0.357284768211921,0.138741721854305,17,9,0.654,0.078,0.104
"351","Texas Lutheran",141,1758,598,5409,0.214,0.325013865779257,0.110556479940839,27,10,0.73,0.141,0.077
"352","Texas-Dallas",102,1290,522,3869,0.199,0.333419488239855,0.134918583613337,21,6,0.778,0.061,0.143
"353","Thiel",124,1427,687,4700,0.157,0.303617021276596,0.146170212765957,19,11,0.633,NA,NA
"354","Transylvania",117,1613,557,4137,0.255,0.389896059946821,0.134638627024414,28,6,0.824,NA,NA
"355","Trine",82,892,483,2917,0.14,0.305793623585876,0.165581076448406,12,11,0.522,0.047,0.121
"356","Trinity (CT)",83,914,454,2724,0.169,0.335535976505139,0.166666666666667,9,14,0.391,0.084,0.076
"357","Trinity (TX)",123,1587,541,4193,0.249,0.378487956117338,0.129024564750775,30,5,0.857,0.123,0.069
"358","Tufts",106,1378,549,3785,0.219,0.364068692206077,0.145046235138705,23,6,0.793,0.084,0.071
"359","U New England",93,824,480,2890,0.119,0.285121107266436,0.166089965397924,6,17,0.261,0.106,0.071
"360","UC Santa Cruz",96,1249,516,3391,0.216,0.368327926865231,0.152167502211737,19,6,0.76,NA,NA
"361","UChicago",128,1573,655,4830,0.19,0.325672877846791,0.135610766045549,20,13,0.606,0.069,0.07
"362","UMass Boston",91,840,474,2809,0.13,0.299038803844785,0.1687433250267,8,18,0.308,0.147,0.029
"363","UMass Dartmouth",96,1121,490,3246,0.194,0.345348120764017,0.150955021565003,19,8,0.704,0.115,0.123
"364","Union (NY)",102,1099,589,3377,0.151,0.325436778205508,0.174415161385845,13,15,0.464,0.104,0.104
"365","Ursinus",79,857,398,2511,0.183,0.341298287534847,0.158502588610115,15,9,0.625,0.022,0.087
"366","Utica",108,1031,497,3601,0.148,0.286309358511525,0.1380172174396,17,12,0.586,NA,NA
"367","UW-River Falls",123,1563,769,4537,0.175,0.344500771434869,0.169495261185806,22,12,0.647,0.078,0.068
"368","Va. Wesleyan",101,1264,532,3428,0.214,0.368728121353559,0.155192532088681,20,8,0.714,NA,NA
"369","Vassar",89,732,538,2792,0.069,0.262177650429799,0.19269340974212,4,21,0.16,NA,NA
"370","Wartburg",93,1116,463,3303,0.198,0.337874659400545,0.140175597941266,15,11,0.577,0.126,0.049
"371","Wash. & Jeff.",88,1031,484,3439,0.159,0.29979645245711,0.140738586798488,11,12,0.478,NA,NA
"372","Wash. & Lee",123,1418,639,4523,0.172,0.31350873314172,0.141277912889675,19,11,0.633,NA,NA
"373","Washington Col.",85,849,490,2634,0.136,0.322323462414579,0.186028853454822,10,14,0.417,NA,NA
"374","WashU",131,1746,556,4688,0.254,0.372440273037543,0.118600682593857,30,6,0.833,0.078,0.103
"375","Waynesburg",81,644,526,3386,0.035,0.190194920259894,0.155345540460721,3,22,0.12,NA,NA
"376","Webster",109,1155,594,4131,0.136,0.279593318809005,0.143790849673203,15,12,0.556,0.067,0.089
"377","Wellesley",91,969,565,3067,0.132,0.315943919139224,0.184219106618846,8,17,0.32,0.086,0.107
"378","Wells",96,917,450,3050,0.153,0.300655737704918,0.147540983606557,13,13,0.5,0.132,0.16
"379","Wentworth",95,992,531,2989,0.154,0.331883573101372,0.177651388424222,15,10,0.6,0.11,0.09
"380","Wesleyan (CT)",97,1251,394,3319,0.258,0.376920759264839,0.118710454956312,24,4,0.857,NA,NA
"381","Wesleyan (GA)",51,325,268,1515,0.038,0.214521452145215,0.176897689768977,7,18,0.28,NA,NA
"382","WestConn",90,1011,496,2859,0.18,0.353620146904512,0.173487233298356,14,11,0.56,NA,NA
"383","Western New Eng.",112,1202,607,3920,0.152,0.306632653061225,0.15484693877551,17,13,0.567,0.172,0.134
"384","Westfield St.",88,903,375,2955,0.179,0.305583756345178,0.126903553299492,13,12,0.52,NA,NA
"385","Westminster (MO)",145,1622,827,5146,0.154,0.315196268946755,0.160707345511077,19,17,0.528,NA,NA
"386","Westminster (PA)",107,1032,619,4051,0.102,0.254751913107875,0.152801777338929,5,24,0.172,NA,NA
"387","Wheaton (IL)",107,1091,562,3459,0.153,0.315409077768141,0.162474703671581,11,17,0.393,0.088,0.082
"388","Wheaton (MA)",99,1080,503,3195,0.181,0.338028169014085,0.157433489827856,11,15,0.423,0.112,0.15
"389","Whitman",90,1030,485,3306,0.165,0.311554748941319,0.14670296430732,10,14,0.417,0.084,0.094
"390","Whittier",97,996,534,3312,0.139,0.300724637681159,0.161231884057971,9,16,0.36,0.067,0.037
"391","Whitworth",96,1164,500,3381,0.196,0.344276841171251,0.147885241052943,17,7,0.708,0.083,0.078
"392","Widener",98,1048,531,3382,0.153,0.309875813128326,0.157007687758723,13,14,0.481,NA,NA
"393","Wilkes",99,977,542,3110,0.14,0.314147909967846,0.17427652733119,8,20,0.286,NA,NA
"394","Willamette",83,896,539,3104,0.115,0.288659793814433,0.173646907216495,11,11,0.5,0.084,0.092
"395","William Peace",123,1590,519,4484,0.239,0.354594112399643,0.115744870651204,27,8,0.771,NA,NA
"396","William Smith",81,985,448,2670,0.201,0.368913857677903,0.167790262172285,16,6,0.727,0.068,0.17
"397","Williams",92,1147,480,3277,0.204,0.350015257857797,0.146475434848947,16,9,0.64,0.089,0.104
"398","Wilmington (OH)",99,1026,544,3717,0.13,0.276029055690073,0.146354587032553,9,19,0.321,0.086,0.086
"399","Wilson",80,464,460,1969,0.002,0.235652615540884,0.233621127475876,4,21,0.16,NA,NA
"400","Wis. Lutheran",88,976,530,2840,0.157,0.343661971830986,0.186619718309859,11,12,0.478,0.125,0.161
"401","Wis.-Eau Claire",111,1456,613,4089,0.206,0.356077280508682,0.149914404499878,21,10,0.677,0.089,0.087
"402","Wis.-La Crosse",105,1283,696,3709,0.158,0.345915341062281,0.187651658128876,13,17,0.433,0.072,0.082
"403","Wis.-Oshkosh",141,1779,758,5364,0.19,0.33165548098434,0.14131245339299,31,6,0.838,0.089,0.07
"404","Wis.-Platteville",113,1408,680,4130,0.176,0.3409200968523,0.164648910411622,23,9,0.719,0.062,0.088
"405","Wis.-Stevens Point",129,1626,705,4893,0.188,0.332311465358676,0.144083384426732,26,8,0.765,0.091,0.072
"406","Wis.-Stout",104,1160,526,3670,0.173,0.316076294277929,0.143324250681199,12,16,0.429,0.073,0.086
"407","Wis.-Superior",104,1202,552,4086,0.159,0.294175232501224,0.135095447870778,16,13,0.552,NA,NA
"408","Wis.-Whitewater",129,1666,670,4624,0.215,0.360294117647059,0.144896193771626,27,7,0.794,0.089,0.089
"409","Wittenberg",95,1284,415,3376,0.257,0.380331753554502,0.12292654028436,23,5,0.821,0.056,0.091
"410","Wm. Paterson",102,974,534,3264,0.135,0.298406862745098,0.163602941176471,12,17,0.414,NA,NA
"411","Wooster",83,840,483,3004,0.119,0.279627163781624,0.160785619174434,7,16,0.304,NA,NA
"412","Worcester St.",111,1033,629,3647,0.111,0.283246503975871,0.172470523718124,9,22,0.29,0.086,0.124
"413","WPI",89,1033,509,3105,0.169,0.332689210950081,0.163929146537842,15,9,0.625,0.056,0.056
"414","York (PA)",100,1129,598,3307,0.161,0.341397036589054,0.180828545509525,12,15,0.444,NA,NA
